,Adj Close,Close,Date,High,Low,Open,Volume
0,34.122578,36.044998,2017-07-07T00:00:00,36.1875,35.724998,35.724998,76806800
1,34.330837,36.264999,2017-07-10T00:00:00,36.487499,35.842499,36.0275,84362400
