,Open,High,Low,Close,Adj Close,Volume,Date
0,35.724998,36.1875,35.724998,36.044998,34.122578,76806800,2017-07-07T00:00:00
1,36.0275,36.487499,35.842499,36.264999,34.330837,84362400,2017-07-10T00:00:00
